DOMAIN (L0),Code,SUB DOMAIN (L1),Code,CATEGORY (L2),Code,SUBCATEGORY (L3),Code,PRODUCT TYPE (L4),Product type Enum Codes,Colour,Size,Qty,Brand Name,MRP,Selling Price,Short Product Description,SKU Code,Pack Qty,Pack Qty Unit of Measurement,Material / Content,Manufacturer Name & Address,Country of Origin,Customer Care Contact,Care Instructions,Time to ship,Cancellable (Y/N),Returnable (Y/N),Replaceable (Y/N),COD Available (Y/N),Image 1,Image 2,Image 3,Image 4 / Video 1,Image 5 / Video 2,Gross Weight,Gross Weight Unit of Measurement,Length x Breadth x Height (Cubic Cm.),Fragile (Y/N),Liquid (Y/N),Hazardous (Y/N),GTIN / HSN / EAN,Gender,Concern,Ingredient,Conscious,Pack Size,Preference,Formulation,Skin Type,Age Group,Occasion,Fragrance Family,Hair Type,Benefit,Warranty,Jewellery Type,Pattern,Extension Type,Extension Colour,Finish,Coverage,Skin Tone,SPF,Bristle Type,Brush Type,Flavour
Retail,RET,Beauty & Personal Care,RET-13,Make Up,RET-13-14,Nail Care & Art,RET-13-14-10,Dip Manicure,RET-13-14-10-10,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,,,,,,,,OI,OI,OI,OI,,,
Retail,RET,Beauty & Personal Care,RET-13,Make Up,RET-13-14,Nail Care & Art,RET-13-14-10,False Nails & Applications Kits,RET-13-14-10-11,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,,,,,,,,OI,OI,OI,OI,,,
Retail,RET,Beauty & Personal Care,RET-13,Make Up,RET-13-14,Nail Care & Art,RET-13-14-10,Nail Art & Kits,RET-13-14-10-12,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,,,,,,,,OI,OI,OI,OI,,,
Retail,RET,Beauty & Personal Care,RET-13,Make Up,RET-13-14,Nail Care & Art,RET-13-14-10,Nail Gel,RET-13-14-10-13,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,,,,,,,,OI,OI,OI,OI,,,
Retail,RET,Beauty & Personal Care,RET-13,Make Up,RET-13-14,Nail Care & Art,RET-13-14-10,Nail Polish,RET-13-14-10-14,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,,,,,,,,OI,OI,OI,OI,,,
Retail,RET,Beauty & Personal Care,RET-13,Make Up,RET-13-14,Nail Care & Art,RET-13-14-10,Nail Polish Remover,RET-13-14-10-15,,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,,,,,,,,OI,OI,OI,OI,,,
Retail,RET,Beauty & Personal Care,RET-13,Make Up,RET-13-14,Nail Care & Art,RET-13-14-10,Nail Polish Sets,RET-13-14-10-16,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,,,,,,,,OI,OI,OI,OI,,,
Retail,RET,Beauty & Personal Care,RET-13,Make Up,RET-13-14,Nail Care & Art,RET-13-14-10,Nail Thickeners,RET-13-14-10-17,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,,,,,,,,OI,OI,OI,OI,,,
Retail,RET,Beauty & Personal Care,RET-13,Make Up,RET-13-14,Nail Care & Art,RET-13-14-10,Nail Care Tools,RET-13-14-10-18,,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,,,,,,,,OI,OI,OI,OI,,,
Retail,RET,Beauty & Personal Care,RET-13,Make Up,RET-13-14,Nail Care & Art,RET-13-14-10,Top & Base Coat,RET-13-14-10-19,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,,,,,,,,OI,OI,OI,OI,,,
Retail,RET,Beauty & Personal Care,RET-13,Make Up,RET-13-14,Nail Tools,RET-13-14-11,Clippers & Trimmers,RET-13-14-11-10,,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,,,,,,,,OI,OI,OI,OI,,,
Retail,RET,Beauty & Personal Care,RET-13,Make Up,RET-13-14,Nail Tools,RET-13-14-11,Cuticle Scissors & Pushers,RET-13-14-11-11,,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,,,,,,,,OI,OI,OI,OI,,,
Retail,RET,Beauty & Personal Care,RET-13,Make Up,RET-13-14,Nail Tools,RET-13-14-11,Foot Rasps,RET-13-14-11-12,,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,,,,,,,,OI,OI,OI,OI,,,
Retail,RET,Beauty & Personal Care,RET-13,Make Up,RET-13-14,Nail Tools,RET-13-14-11,Sets & Kits,RET-13-14-11-13,,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,,,,,,,,OI,OI,OI,OI,,,
Retail,RET,Beauty & Personal Care,RET-13,Make Up,RET-13-14,Nail Tools,RET-13-14-11,Callus Stones,RET-13-14-11-14,,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,,,,,,,,OI,OI,OI,OI,,,
Retail,RET,Beauty & Personal Care,RET-13,Make Up,RET-13-14,Nail Tools,RET-13-14-11,Callus Shavers,RET-13-14-11-15,,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,,,,,,,,OI,OI,OI,OI,,,
Retail,RET,Beauty & Personal Care,RET-13,Make Up,RET-13-14,Nail Tools,RET-13-14-11,Manicure Kits,RET-13-14-11-16,,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,,,,,,,,OI,OI,OI,OI,,,
Retail,RET,Beauty & Personal Care,RET-13,Make Up,RET-13-14,Nail Tools,RET-13-14-11,Cuticle Tools,RET-13-14-11-17,,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,,,,,,,,OI,OI,OI,OI,,,
Retail,RET,Beauty & Personal Care,RET-13,Make Up,RET-13-14,Nail Tools,RET-13-14-11,Nail Art Tools,RET-13-14-11-18,,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,,,,,,,,OI,OI,OI,OI,,,
Retail,RET,Beauty & Personal Care,RET-13,Make Up,RET-13-14,Nail Tools,RET-13-14-11,Nail Cleaning Brushes,RET-13-14-11-19,,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,,,,,,,,OI,OI,OI,OI,OI,,
Retail,RET,Beauty & Personal Care,RET-13,Make Up,RET-13-14,Nail Tools,RET-13-14-11,Nail Drill Bits,RET-13-14-11-1A,,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,,,,,,,,OI,OI,OI,OI,,,
Retail,RET,Beauty & Personal Care,RET-13,Make Up,RET-13-14,Nail Tools,RET-13-14-11,Nail Drills,RET-13-14-11-1B,,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,,,,,,,,OI,OI,OI,OI,,,
Retail,RET,Beauty & Personal Care,RET-13,Make Up,RET-13-14,Nail Tools,RET-13-14-11,Nail Files & Buffers,RET-13-14-11-1C,,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,,,,,,,,OI,OI,OI,OI,,,
Retail,RET,Beauty & Personal Care,RET-13,Make Up,RET-13-14,Face,RET-13-14-12,Face Primer,RET-13-14-12-10,,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,,,,,,,,OI,OI,OI,OI,,,
Retail,RET,Beauty & Personal Care,RET-13,Make Up,RET-13-14,Face,RET-13-14-12,Concealer,RET-13-14-12-11,,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,,,,,,,,OI,OI,OI,OI,,,
Retail,RET,Beauty & Personal Care,RET-13,Make Up,RET-13-14,Face,RET-13-14-12,Foundation,RET-13-14-12-12,,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,,,,,,,,OI,OI,OI,OI,,,
Retail,RET,Beauty & Personal Care,RET-13,Make Up,RET-13-14,Face,RET-13-14-12,Compact,RET-13-14-12-13,,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,,,,,,,,OI,OI,OI,OI,,,
Retail,RET,Beauty & Personal Care,RET-13,Make Up,RET-13-14,Face,RET-13-14-12,Contour,RET-13-14-12-14,,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,,,,,,,,OI,OI,OI,OI,,,
Retail,RET,Beauty & Personal Care,RET-13,Make Up,RET-13-14,Face,RET-13-14-12,Loose Powder,RET-13-14-12-15,,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,,,,,,,,OI,OI,OI,OI,,,
Retail,RET,Beauty & Personal Care,RET-13,Make Up,RET-13-14,Face,RET-13-14-12,BB Creams,RET-13-14-12-16,,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,,,,,,,,OI,OI,OI,OI,,,
Retail,RET,Beauty & Personal Care,RET-13,Make Up,RET-13-14,Face,RET-13-14-12,CC Creams,RET-13-14-12-17,,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,,,,,,,,OI,OI,OI,OI,,,
Retail,RET,Beauty & Personal Care,RET-13,Make Up,RET-13-14,Face,RET-13-14-12,DD Creams,RET-13-14-12-18,,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,,,,,,,,OI,OI,OI,OI,,,
Retail,RET,Beauty & Personal Care,RET-13,Make Up,RET-13-14,Face,RET-13-14-12,Blushes,RET-13-14-12-19,,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,,,,,,,,OI,OI,OI,OI,,,
Retail,RET,Beauty & Personal Care,RET-13,Make Up,RET-13-14,Face,RET-13-14-12,Bronzers,RET-13-14-12-1A,,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,,,,,,,,OI,OI,OI,OI,,,
Retail,RET,Beauty & Personal Care,RET-13,Make Up,RET-13-14,Face,RET-13-14-12,Highlighters & Illuminators,RET-13-14-12-1B,,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,,,,,,,,OI,OI,OI,OI,,,
Retail,RET,Beauty & Personal Care,RET-13,Make Up,RET-13-14,Face,RET-13-14-12,Primers,RET-13-14-12-1C,,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,,,,,,,,OI,OI,OI,OI,,,
Retail,RET,Beauty & Personal Care,RET-13,Make Up,RET-13-14,Face,RET-13-14-12,Tinted Moisturisers,RET-13-14-12-1D,,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,,,,,,,,OI,OI,OI,OI,,,
Retail,RET,Beauty & Personal Care,RET-13,Make Up,RET-13-14,Face,RET-13-14-12,Setting Spray,RET-13-14-12-1E,,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,,,,,,,,OI,OI,OI,OI,,,
Retail,RET,Beauty & Personal Care,RET-13,Make Up,RET-13-14,Face,RET-13-14-12,Makeup Remover,RET-13-14-12-1F,,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,,,,,,,,OI,OI,OI,OI,,,
Retail,RET,Beauty & Personal Care,RET-13,Make Up,RET-13-14,Face,RET-13-14-12,Sindoor,RET-13-14-12-20,,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,,,,,,,,OI,OI,OI,OI,,,
Retail,RET,Beauty & Personal Care,RET-13,Make Up,RET-13-14,Eyes,RET-13-14-13,Kajal & Kohls,RET-13-14-13-10,,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,,,,,,,,OI,OI,OI,OI,,,
Retail,RET,Beauty & Personal Care,RET-13,Make Up,RET-13-14,Eyes,RET-13-14-13,Eyeliners,RET-13-14-13-11,,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,,,,,,,,OI,OI,OI,OI,,,
Retail,RET,Beauty & Personal Care,RET-13,Make Up,RET-13-14,Eyes,RET-13-14-13,Mascaras,RET-13-14-13-12,,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,,,,,,,,OI,OI,OI,OI,,,
Retail,RET,Beauty & Personal Care,RET-13,Make Up,RET-13-14,Eyes,RET-13-14-13,Eye Shadow,RET-13-14-13-13,,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,,,,,,,,OI,OI,OI,OI,,,
Retail,RET,Beauty & Personal Care,RET-13,Make Up,RET-13-14,Eyes,RET-13-14-13,Eyeshadow Bases & Primers,RET-13-14-13-14,,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,,,,,,,,OI,OI,OI,OI,,,
Retail,RET,Beauty & Personal Care,RET-13,Make Up,RET-13-14,Eyes,RET-13-14-13,False Eyelashes,RET-13-14-13-15,,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,,,,,,,,OI,OI,OI,OI,,,
Retail,RET,Beauty & Personal Care,RET-13,Make Up,RET-13-14,Eyes,RET-13-14-13,Eye Concealer,RET-13-14-13-16,,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,,,,,,,,OI,OI,OI,OI,,,
Retail,RET,Beauty & Personal Care,RET-13,Make Up,RET-13-14,Eyes,RET-13-14-13,Eyebrow Colors,RET-13-14-13-17,,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,,,,,,,,OI,OI,OI,OI,,,
Retail,RET,Beauty & Personal Care,RET-13,Make Up,RET-13-14,Eyes,RET-13-14-13,Eye Makeup Remover,RET-13-14-13-18,,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,,,,,,,,OI,OI,OI,OI,,,
Retail,RET,Beauty & Personal Care,RET-13,Make Up,RET-13-14,Eyes,RET-13-14-13,Eye Brow Enhancers,RET-13-14-13-19,,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,,,,,,,,OI,OI,OI,OI,,,
Retail,RET,Beauty & Personal Care,RET-13,Make Up,RET-13-14,Eyes,RET-13-14-13,Eye Primer,RET-13-14-13-1A,,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,,,,,,,,OI,OI,OI,OI,,,
Retail,RET,Beauty & Personal Care,RET-13,Make Up,RET-13-14,Lips,RET-13-14-14,Lipsticks,RET-13-14-14-10,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,,,,,,,,OI,OI,OI,OI,,,OI
Retail,RET,Beauty & Personal Care,RET-13,Make Up,RET-13-14,Lips,RET-13-14-14,Lip Glosses,RET-13-14-14-11,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,,,,,,,,OI,OI,OI,OI,,,
Retail,RET,Beauty & Personal Care,RET-13,Make Up,RET-13-14,Lips,RET-13-14-14,Lip Liners,RET-13-14-14-12,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,,,,,,,,OI,OI,OI,OI,,,
Retail,RET,Beauty & Personal Care,RET-13,Make Up,RET-13-14,Lips,RET-13-14-14,Lipstick Primers,RET-13-14-14-13,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,,,,,,,,OI,OI,OI,OI,,,
Retail,RET,Beauty & Personal Care,RET-13,Make Up,RET-13-14,Lips,RET-13-14-14,Lip Stains & Tints,RET-13-14-14-14,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,,,,,,,,OI,OI,OI,OI,,,
Retail,RET,Beauty & Personal Care,RET-13,Make Up,RET-13-14,Lips,RET-13-14-14,Lip Plumpers,RET-13-14-14-15,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,,,,,,,,OI,OI,OI,OI,,,
Retail,RET,Beauty & Personal Care,RET-13,Make Up,RET-13-14,Body,RET-13-14-15,Bronzers,RET-13-14-15-10,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,,,,,,,,OI,OI,OI,OI,,,
Retail,RET,Beauty & Personal Care,RET-13,Make Up,RET-13-14,Body,RET-13-14-15,Highlighters & Illuminators,RET-13-14-15-11,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,,,,,,,,OI,OI,OI,OI,,,
Retail,RET,Beauty & Personal Care,RET-13,Make Up,RET-13-14,Body,RET-13-14-15,Concealer,RET-13-14-15-12,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,,,,,,,,OI,OI,OI,OI,,,
Retail,RET,Beauty & Personal Care,RET-13,Make Up,RET-13-14,Body,RET-13-14-15,Body Glitter,RET-13-14-15-13,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,,,,,,,,OI,OI,OI,OI,,,
Retail,RET,Beauty & Personal Care,RET-13,Make Up,RET-13-14,Body,RET-13-14-15,Body Paint,RET-13-14-15-14,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,,,,,,,,OI,OI,OI,OI,,,
Retail,RET,Beauty & Personal Care,RET-13,Make Up,RET-13-14,Body,RET-13-14-15,Temporary Tattoos,RET-13-14-15-15,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,,,,,,,,OI,OI,OI,OI,,,
